fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,distance,area
1,2018-05-26T10:47:39Z,43.82968333,16.64230000,779.00,,,,,,
2,2018-05-26T10:47:40Z,43.82968333,16.64230000,779.00,,,,,,
3,2018-05-26T10:47:41Z,43.82968333,16.64230000,779.00,,,,,,
4,2018-05-26T10:47:42Z,43.82968333,16.64230000,779.00,,,,,,
5,2018-05-26T10:47:43Z,43.82968333,16.64230000,779.00,,,,,,
6,2018-05-26T10:47:44Z,43.82968333,16.64230000,779.00,,,,,,
7,2018-05-26T10:47:45Z,43.82968333,16.64230000,779.00,,,,,,
8,2018-05-26T10:47:46Z,43.82968333,16.64230000,779.00,,,,,,
9,2018-05-26T10:47:47Z,43.82968333,16.64230000,779.00,,,,,,
10,2018-05-26T10:47:48Z,43.82968333,16.64230000,779.00,,,,,,
11,2018-05-26T10:47:49Z,43.82968333,16.64230000,779.00,,,,,,
12,2018-05-26T10:47:50Z,43.82968333,16.64230000,779.00,,,,,,
13,2018-05-26T10:47:51Z,43.82968333,16.64230000,779.00,,,,,,
14,2018-05-26T10:47:52Z,43.82970000,16.64230000,779.00,,,,,,
15,2018-05-26T10:47:53Z,43.82970000,16.64230000,779.00,,,,,,
16,2018-05-26T10:47:54Z,43.82970000,16.64230000,779.00,,,,,,
17,2018-05-26T10:47:55Z,43.82970000,16.64230000,779.00,,,,,,
18,2018-05-26T10:47:56Z,43.82970000,16.64230000,779.00,,,,,,
19,2018-05-26T10:47:57Z,43.82970000,16.64230000,779.00,,,,,,
20,2018-05-26T10:47:58Z,43.82970000,16.64230000,779.00,,,,,,
21,2018-05-26T10:47:59Z,43.82970000,16.64230000,779.00,,,,,,
22,2018-05-26T10:48:00Z,43.82970000,16.64230000,779.00,,,,,,
23,2018-05-26T10:48:01Z,43.82970000,16.64230000,779.00,,,,,,
24,2018-05-26T10:48:02Z,43.82968333,16.64230000,779.00,,,,,,
25,2018-05-26T10:48:03Z,43.82968333,16.64230000,779.00,,,,,,
26,2018-05-26T10:48:04Z,43.82968333,16.64230000,779.00,,,,,,
27,2018-05-26T10:48:05Z,43.82968333,16.64230000,779.00,,,,,,
28,2018-05-26T10:48:06Z,43.82968333,16.64230000,779.00,,,,,,
29,2018-05-26T10:48:07Z,43.82968333,16.64230000,779.00,,,,,,
30,2018-05-26T10:48:08Z,43.82968333,16.64230000,779.00,,,,,,
31,2018-05-26T10:48:09Z,43.82968333,16.64230000,779.00,,,,,,
32,2018-05-26T10:48:10Z,43.82968333,16.64230000,779.00,,,,,,
33,2018-05-26T10:48:11Z,43.82968333,16.64230000,779.00,,,,,,
34,2018-05-26T10:48:12Z,43.82968333,16.64230000,779.00,,,,,,
35,2018-05-26T10:48:13Z,43.82968333,16.64230000,779.00,,,,,,
36,2018-05-26T10:48:14Z,43.82968333,16.64230000,779.00,,,,,,
37,2018-05-26T10:48:15Z,43.82968333,16.64230000,779.00,,,,,,
38,2018-05-26T10:48:16Z,43.82968333,16.64230000,779.00,,,,,,
39,2018-05-26T10:48:17Z,43.82968333,16.64230000,779.00,,,,,,
40,2018-05-26T10:48:18Z,43.82968333,16.64230000,779.00,,,,,,
41,2018-05-26T10:48:19Z,43.82968333,16.64230000,779.00,,,,,,
42,2018-05-26T10:48:20Z,43.82968333,16.64230000,779.00,,,,,,
43,2018-05-26T10:48:21Z,43.82968333,16.64230000,779.00,,,,,,
44,2018-05-26T10:48:22Z,43.82966667,16.64230000,779.00,,,,,,
45,2018-05-26T10:48:23Z,43.82966667,16.64230000,779.00,,,,,,
46,2018-05-26T10:48:24Z,43.82966667,16.64228333,778.00,,,,,,
47,2018-05-26T10:48:25Z,43.82966667,16.64228333,778.00,,,,,,
48,2018-05-26T10:48:26Z,43.82965000,16.64228333,778.00,,,,,,
49,2018-05-26T10:48:27Z,43.82963333,16.64228333,777.00,,,,,,
50,2018-05-26T10:48:28Z,43.82960000,16.64226667,776.00,,,,,,
51,2018-05-26T10:48:29Z,43.82956667,16.64225000,775.00,,,,,,
52,2018-05-26T10:48:30Z,43.82953333,16.64223333,774.00,,,,,,
53,2018-05-26T10:48:31Z,43.82950000,16.64220000,774.00,,,,,,
54,2018-05-26T10:48:32Z,43.82945000,16.64216667,773.00,,,,,,
55,2018-05-26T10:48:33Z,43.82940000,16.64211667,771.00,,,,,,
56,2018-05-26T10:48:34Z,43.82935000,16.64203333,770.00,,,,,,
57,2018-05-26T10:48:35Z,43.82928333,16.64196667,770.00,,,,,,
