fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,distance,area
13,2018-05-24T10:59:34Z,43.82968333,16.64233333,806.00,1486.499640361049,1418.455252577863,1,0,29.452,
14,2018-05-24T10:59:35Z,43.82966667,16.64230000,805.00,1487.499640361049,1419.455252577863,2,0,29.449,
15,2018-05-24T10:59:36Z,43.82963333,16.64226667,804.00,1488.499640361049,1420.455252577863,3,0,29.445,
16,2018-05-24T10:59:37Z,43.82961667,16.64221667,803.00,1489.499640361049,1421.455252577863,4,0,29.441,
17,2018-05-24T10:59:38Z,43.82958333,16.64218333,802.00,1490.499640361049,1422.455252577863,5,0,29.437,
18,2018-05-24T10:59:39Z,43.82953333,16.64216667,801.00,1491.499640361049,1423.455252577863,6,0,29.433,
19,2018-05-24T10:59:40Z,43.82948333,16.64215000,802.00,1492.499640361049,1424.455252577863,7,0,29.429,
20,2018-05-24T10:59:41Z,43.82941667,16.64211667,802.00,1493.499640361049,1425.455252577863,8,0,29.424,
21,2018-05-24T10:59:42Z,43.82936667,16.64208333,801.00,1494.499640361049,1426.455252577863,9,0,29.419,
22,2018-05-24T10:59:43Z,43.82928333,16.64201667,800.00,1495.499640361049,1427.455252577863,10,0,29.41,
23,2018-05-24T10:59:44Z,43.82923333,16.64193333,799.00,1496.499640361049,1428.455252577863,11,0,29.401,
24,2018-05-24T10:59:45Z,43.82918333,16.64186667,799.00,1497.499640361049,1429.455252577863,12,0,29.394,
25,2018-05-24T10:59:46Z,43.82915000,16.64180000,800.00,1498.499640361049,1430.455252577863,13,0,29.388,
26,2018-05-24T10:59:47Z,43.82915000,16.64173333,801.00,1499.499640361049,1431.455252577863,14,0,29.383,
27,2018-05-24T10:59:48Z,43.82915000,16.64163333,800.00,1500.499640361049,1432.455252577863,15,0,29.376,
28,2018-05-24T10:59:49Z,43.82915000,16.64153333,798.00,1501.499640361049,1433.455252577863,16,0,29.368,
29,2018-05-24T10:59:50Z,43.82916667,16.64143333,798.00,1502.499640361049,1434.455252577863,17,0,29.362,
