fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,distance,area
457,,,,,763.27743961791,669.36911712057,1,0,41.582,0.0
458,,,,,764.27743961791,670.36911712057,2,0,41.58,0.0
459,,,,,765.27743961791,671.36911712057,3,0,41.577,0.0
460,,,,,766.27743961791,672.36911712057,4,0,41.576,0.0
461,,,,,767.27743961791,673.36911712057,5,0,41.573,0.0
462,,,,,768.27743961791,674.36911712057,6,0,41.571,0.0
463,,,,,769.27743961791,675.36911712057,7,0,41.567,0.0
464,,,,,770.27743961791,676.36911712057,8,0,41.565,0.0
465,,,,,771.27743961791,677.36911712057,9,0,41.563,0.0
466,,,,,772.27743961791,678.36911712057,10,0,41.559,0.0
467,,,,,773.27743961791,679.36911712057,11,0,41.554,0.0
468,,,,,774.27743961791,680.36911712057,12,0,41.55,0.0
469,,,,,775.27743961791,681.36911712057,13,0,41.547,0.0
470,,,,,776.27743961791,682.36911712057,14,0,41.546,0.0
972,,,,,1278.27743961791,1184.36911712057,448,1,41.544,0.0
973,,,,,1279.27743961791,1185.36911712057,449,1,41.534,0.0
974,,,,,1280.27743961791,1186.36911712057,450,1,41.525,0.0
975,,,,,1281.27743961791,1187.36911712057,451,1,41.517,0.0
976,,,,,1282.27743961791,1188.36911712057,452,1,41.51,0.0
977,,,,,1283.27743961791,1189.36911712057,453,1,41.502,0.0
978,,,,,1284.27743961791,1190.36911712057,454,1,41.495,0.0
979,,,,,1285.27743961791,1191.36911712057,455,1,41.484,0.0
980,,,,,1286.27743961791,1192.36911712057,456,1,41.471,0.0
981,,,,,1287.27743961791,1193.36911712057,457,1,41.458,0.0
982,,,,,1288.27743961791,1194.36911712057,458,1,41.446,0.0
983,,,,,1289.27743961791,1195.36911712057,459,1,41.438,0.0
984,,,,,1290.27743961791,1196.36911712057,460,1,41.429,0.0
985,,,,,1291.27743961791,1197.36911712057,461,1,41.419,0.0
986,,,,,1292.27743961791,1198.36911712057,462,1,41.408,0.0
987,,,,,1293.27743961791,1199.36911712057,463,1,41.397,0.0
988,,,,,1294.27743961791,1200.36911712057,464,1,41.384,0.0
989,,,,,1295.27743961791,1201.36911712057,465,1,41.371,0.0
990,,,,,1296.27743961791,1202.36911712057,466,1,41.36,0.0
991,,,,,1297.27743961791,1203.36911712057,467,1,41.35,0.0
992,,,,,1298.27743961791,1204.36911712057,468,1,41.34,0.0
993,,,,,1299.27743961791,1205.36911712057,469,1,41.331,0.0
994,,,,,1300.27743961791,1206.36911712057,470,1,41.322,0.0
995,,,,,1301.27743961791,1207.36911712057,471,1,41.312,0.0
996,,,,,1302.27743961791,1208.36911712057,472,1,41.302,0.0
997,,,,,1303.27743961791,1209.36911712057,473,1,41.293,0.0
998,,,,,1304.27743961791,1210.36911712057,474,1,41.283,0.0
999,,,,,1305.27743961791,1211.36911712057,475,1,41.275,0.0
1000,,,,,1306.27743961791,1212.36911712057,476,1,41.268,0.0
1001,,,,,1307.27743961791,1213.36911712057,477,1,41.26,0.0
1002,,,,,1308.27743961791,1214.36911712057,478,1,41.254,0.0
1003,,,,,1309.27743961791,1215.36911712057,479,1,41.246,0.0
1004,,,,,1310.27743961791,1216.36911712057,480,1,41.237,0.0
1005,,,,,1311.27743961791,1217.36911712057,481,1,41.229,0.0
1006,,,,,1312.27743961791,1218.36911712057,482,1,41.221,0.0
1007,,,,,1313.27743961791,1219.36911712057,483,1,41.214,0.0
1008,,,,,1314.27743961791,1220.36911712057,484,1,41.205,0.0
1009,,,,,1315.27743961791,1221.36911712057,485,1,41.198,0.0
1010,,,,,1316.27743961791,1222.36911712057,486,1,41.191,0.0
1011,,,,,1317.27743961791,1223.36911712057,487,1,41.183,0.0
1012,,,,,1318.27743961791,1224.36911712057,488,1,41.174,0.0
1013,,,,,1319.27743961791,1225.36911712057,489,1,41.166,0.0
1014,,,,,1320.27743961791,1226.36911712057,490,1,41.157,0.0
1015,,,,,1321.27743961791,1227.36911712057,491,1,41.146,0.0
1016,,,,,1322.27743961791,1228.36911712057,492,1,41.138,0.0
1017,,,,,1323.27743961791,1229.36911712057,493,1,41.13,0.0
1018,,,,,1324.27743961791,1230.36911712057,494,1,41.122,0.0
1019,,,,,1325.27743961791,1231.36911712057,495,1,41.115,0.0
1020,,,,,1326.27743961791,1232.36911712057,496,1,41.107,0.0
1021,,,,,1327.27743961791,1233.36911712057,497,1,41.1,0.0
1022,,,,,1328.27743961791,1234.36911712057,498,1,41.091,0.0
1023,,,,,1329.27743961791,1235.36911712057,499,1,41.084,0.0
1024,,,,,1330.27743961791,1236.36911712057,500,1,41.076,0.0
1025,,,,,1331.27743961791,1237.36911712057,501,1,41.066,0.0
1026,,,,,1332.27743961791,1238.36911712057,502,1,41.057,0.0
1027,,,,,1333.27743961791,1239.36911712057,503,1,41.05,0.0
1028,,,,,1334.27743961791,1240.36911712057,504,1,41.041,0.0
1029,,,,,1335.27743961791,1241.36911712057,505,1,41.031,0.0
1030,,,,,1336.27743961791,1242.36911712057,506,1,41.022,0.0
1031,,,,,1337.27743961791,1243.36911712057,507,1,41.015,0.0
1032,,,,,1338.27743961791,1244.36911712057,508,1,41.008,0.0
1033,,,,,1339.27743961791,1245.36911712057,509,1,41.001,0.0
1034,,,,,1340.27743961791,1246.36911712057,510,1,40.992,0.0
1035,,,,,1341.27743961791,1247.36911712057,511,1,40.984,0.0
1036,,,,,1342.27743961791,1248.36911712057,512,1,40.974,0.0
1037,,,,,1343.27743961791,1249.36911712057,513,1,40.969,0.0
1038,,,,,1344.27743961791,1250.36911712057,514,1,40.964,0.0
1039,,,,,1345.27743961791,1251.36911712057,515,1,40.957,0.0
1040,,,,,1346.27743961791,1252.36911712057,516,1,40.951,0.0
1041,,,,,1347.27743961791,1253.36911712057,517,1,40.943,0.0
1042,,,,,1348.27743961791,1254.36911712057,518,1,40.932,0.0
1043,,,,,1349.27743961791,1255.36911712057,519,1,40.924,0.0
1044,,,,,1350.27743961791,1256.36911712057,520,1,40.916,0.0
1045,,,,,1351.27743961791,1257.36911712057,521,1,40.91,0.0
1046,,,,,1352.27743961791,1258.36911712057,522,1,40.903,0.0
1047,,,,,1353.27743961791,1259.36911712057,523,1,40.896,0.0
1048,,,,,1354.27743961791,1260.36911712057,524,1,40.888,0.0
1049,,,,,1355.27743961791,1261.36911712057,525,1,40.881,0.0
1050,,,,,1356.27743961791,1262.36911712057,526,1,40.874,0.0
1051,,,,,1357.27743961791,1263.36911712057,527,1,40.868,0.0
1052,,,,,1358.27743961791,1264.36911712057,528,1,40.865,0.0
1053,,,,,1359.27743961791,1265.36911712057,529,1,40.86,0.0
1054,,,,,1360.27743961791,1266.36911712057,530,1,40.852,0.0
1055,,,,,1361.27743961791,1267.36911712057,531,1,40.842,0.0
1056,,,,,1362.27743961791,1268.36911712057,532,1,40.833,0.0
1057,,,,,1363.27743961791,1269.36911712057,533,1,40.825,0.0
1058,,,,,1364.27743961791,1270.36911712057,534,1,40.818,0.0
1059,,,,,1365.27743961791,1271.36911712057,535,1,40.812,0.0
1060,,,,,1366.27743961791,1272.36911712057,536,1,40.804,0.0
1061,,,,,1367.27743961791,1273.36911712057,537,1,40.796,0.0
1062,,,,,1368.27743961791,1274.36911712057,538,1,40.789,0.0
1063,,,,,1369.27743961791,1275.36911712057,539,1,40.781,0.0
1064,,,,,1370.27743961791,1276.36911712057,540,1,40.772,0.0
1065,,,,,1371.27743961791,1277.36911712057,541,1,40.763,0.0
1066,,,,,1372.27743961791,1278.36911712057,542,1,40.758,0.0
1067,,,,,1373.27743961791,1279.36911712057,543,1,40.749,0.0
1068,,,,,1374.27743961791,1280.36911712057,544,1,40.741,0.0
1069,,,,,1375.27743961791,1281.36911712057,545,1,40.733,0.0
1070,,,,,1376.27743961791,1282.36911712057,546,1,40.725,0.0
1071,,,,,1377.27743961791,1283.36911712057,547,1,40.719,0.0
1072,,,,,1378.27743961791,1284.36911712057,548,1,40.713,0.0
1073,,,,,1379.27743961791,1285.36911712057,549,1,40.706,0.0
1074,,,,,1380.27743961791,1286.36911712057,550,1,40.7,0.0
1075,,,,,1381.27743961791,1287.36911712057,551,1,40.695,0.0
1076,,,,,1382.27743961791,1288.36911712057,552,1,40.689,0.0
1077,,,,,1383.27743961791,1289.36911712057,553,1,40.682,0.0
1078,,,,,1384.27743961791,1290.36911712057,554,1,40.675,0.0
1079,,,,,1385.27743961791,1291.36911712057,1,2,40.668,788.7783593956406
1080,,,,,1386.27743961791,1292.36911712057,2,2,40.663,563.7366522081096
1081,,,,,1387.27743961791,1293.36911712057,3,2,40.656,789.6840987857844
1082,,,,,1388.27743961791,1294.36911712057,4,2,40.651,564.3833689145538
1083,,,,,1389.27743961791,1295.36911712057,5,2,40.645,677.6561923870914
1084,,,,,1390.27743961791,1296.36911712057,6,2,40.638,791.0414478718034
1085,,,,,1391.27743961791,1297.36911712057,7,2,40.632,678.414705106511
1086,,,,,1392.27743961791,1298.36911712057,8,2,40.626,678.8020811308585
1087,,,,,1393.27743961791,1299.36911712057,9,2,40.618,905.5634584340379
1088,,,,,1394.27743961791,1300.36911712057,10,2,40.612,679.5429385210027
1089,,,,,1395.27743961791,1301.36911712057,11,2,40.607,566.615191841925
1090,,,,,1396.27743961791,1302.36911712057,12,2,40.601,680.3333898989732
1091,,,,,1397.27743961791,1303.36911712057,13,2,40.596,567.2736813235674
1092,,,,,1398.27743961791,1304.36911712057,14,2,40.591,567.60975245078
1093,,,,,1399.27743961791,1305.36911712057,15,2,40.586,567.9457235796059
1094,,,,,1400.27743961791,1306.36911712057,16,2,40.582,454.6308768753741
