fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,distance,area
1,,,,,1479.27743961791,1385.36911712057,1,0,41.56,0.0
2,,,,,1509.27743961791,1415.36911712057,2,0,41.558,0.0
10,,,,,1735.27743961791,1641.36911712057,10,0,41.533,0.0
11,,,,,1740.27743961791,1646.36911712057,11,0,41.512,0.0
75,,,,,2060.27743961791,1966.36911712057,47,1,41.485,0.0
76,,,,,2065.27743961791,1971.36911712057,48,1,41.443,0.0
77,,,,,2070.27743961791,1976.36911712057,49,1,41.413,0.0
78,,,,,2075.27743961791,1981.36911712057,50,1,41.385,0.0
79,,,,,2080.27743961791,1986.36911712057,51,1,41.355,0.0
80,,,,,2085.27743961791,1991.36911712057,52,1,41.324,0.0
81,,,,,2090.27743961791,1996.36911712057,53,1,41.285,0.0
82,,,,,2095.27743961791,2001.36911712057,54,1,41.241,0.0
83,,,,,2100.27743961791,2006.36911712057,55,1,41.194,0.0
84,,,,,2105.27743961791,2011.36911712057,56,1,41.148,0.0
85,,,,,2110.27743961791,2016.36911712057,57,1,41.097,0.0
86,,,,,2115.27743961791,2021.36911712057,58,1,41.064,0.0
87,,,,,2120.27743961791,2026.36911712057,59,1,41.025,0.0
88,,,,,2125.27743961791,2031.36911712057,60,1,40.975,0.0
89,,,,,2130.27743961791,2036.36911712057,61,1,40.929,0.0
90,,,,,2135.27743961791,2041.36911712057,62,1,40.882,0.0
91,,,,,2140.27743961791,2046.36911712057,63,1,40.835,0.0
92,,,,,2145.27743961791,2051.36911712057,64,1,40.803,0.0
93,,,,,2150.27743961791,2056.36911712057,65,1,40.77,0.0
94,,,,,2155.27743961791,2061.36911712057,66,1,40.74,0.0
95,,,,,2160.27743961791,2066.36911712057,67,1,40.702,0.0
96,,,,,2165.27743961791,2071.36911712057,68,1,40.667,0.0
97,,,,,2170.27743961791,2076.36911712057,69,1,40.634,0.0
98,,,,,2172.27743961791,2078.36911712057,70,1,40.62,0.0
99,,,,,2173.27743961791,2079.36911712057,71,1,40.613,0.0
100,,,,,2174.27743961791,2080.36911712057,72,1,40.607,0.0
101,,,,,2175.27743961791,2081.36911712057,73,1,40.601,0.0
102,,,,,2176.27743961791,2082.36911712057,74,1,40.595,0.0
103,,,,,2177.27743961791,2083.36911712057,75,1,40.59,0.0
104,,,,,2178.27743961791,2084.36911712057,76,1,40.585,0.0
105,,,,,2180.27743961791,2086.36911712057,77,1,40.571,0.0
106,,,,,2185.27743961791,2091.36911712057,78,1,40.542,0.0
107,,,,,2190.27743961791,2096.36911712057,79,1,40.516,0.0
121,,,,,2260.27743961791,2166.36911712057,93,1,40.507,0.0
122,,,,,2265.27743961791,2171.36911712057,94,1,40.477,0.0
123,,,,,2270.27743961791,2176.36911712057,95,1,40.448,0.0
124,,,,,2275.27743961791,2181.36911712057,96,1,40.439,0.0
225,,,,,2780.27743961791,2686.36911712057,10,2,40.414,5619.844295635353
226,,,,,2785.27743961791,2691.36911712057,11,2,40.378,8101.012856458275
227,,,,,2790.27743961791,2696.36911712057,12,2,40.332,10359.35143897169
228,,,,,2795.27743961791,2701.36911712057,13,2,40.293,8789.400499198899
229,,,,,2800.27743961791,2706.36911712057,14,2,40.252,9247.48220133429
230,,,,,2805.27743961791,2711.36911712057,15,2,40.218,7675.182969245567
231,,,,,2810.27743961791,2716.36911712057,16,2,40.193,5649.4304799291795
232,,,,,2815.27743961791,2721.36911712057,17,2,40.165,6334.441805798553
233,,,,,2820.27743961791,2726.36911712057,18,2,40.135,6794.048352039803
234,,,,,2825.27743961791,2731.36911712057,19,2,40.116,4307.895456328388
239,,,,,2850.27743961791,2756.36911712057,24,2,40.096,4572.529079733351
240,,,,,2855.27743961791,2761.36911712057,25,2,40.078,4120.542241989204
241,,,,,2860.27743961791,2766.36911712057,26,2,40.066,2750.808901448958
242,,,,,2865.27743961791,2771.36911712057,27,2,40.06,1377.4993207610003
243,,,,,2870.27743961791,2776.36911712057,28,2,40.054,1379.696440785348
249,,,,,2877.27743961791,2783.36911712057,6,3,40.049,1152.392773729157
250,,,,,2878.27743961791,2784.36911712057,7,3,40.043,1383.1619801633183
251,,,,,2879.27743961791,2785.36911712057,8,3,40.035,1844.5342304784
252,,,,,2880.27743961791,2786.36911712057,9,3,40.026,2075.381028837686
253,,,,,2885.27743961791,2791.36911712057,10,3,40.009,3925.6940579576262
254,,,,,2890.27743961791,2796.36911712057,11,3,40.0,2081.233868997583
255,,,,,2895.27743961791,2801.36911712057,12,3,39.991,2084.3652390523653
256,,,,,2900.27743961791,2806.36911712057,13,3,39.981,2319.409874010774
257,,,,,2905.27743961791,2811.36911712057,14,3,39.968,3019.5623382597246
258,,,,,2910.27743961791,2816.36911712057,15,3,39.945,5349.087023741033
259,,,,,2915.27743961791,2821.36911712057,16,3,39.932,3027.2270085762407
269,,,,,2965.27743961791,2871.36911712057,26,3,39.929,710.4300648160047
270,,,,,2970.27743961791,2876.36911712057,27,3,39.908,4979.898838882466
271,,,,,2975.27743961791,2881.36911712057,28,3,39.882,6172.332059585736
272,,,,,2980.27743961791,2886.36911712057,29,3,39.855,6416.236319476202
273,,,,,2985.27743961791,2891.36911712057,30,3,39.833,5233.597349381619
274,,,,,2990.27743961791,2896.36911712057,31,3,39.812,5001.373580245927
275,,,,,2995.27743961791,2901.36911712057,32,3,39.793,4530.342151034498
276,,,,,3000.27743961791,2906.36911712057,33,3,39.77,5490.354700350433
277,,,,,3005.27743961791,2911.36911712057,34,3,39.746,5735.223381328004
278,,,,,3010.27743961791,2916.36911712057,35,3,39.721,5980.442932354272
279,,,,,3015.27743961791,2921.36911712057,36,3,39.694,6465.372962414464
280,,,,,3020.27743961791,2926.36911712057,37,3,39.658,8627.941993988503
281,,,,,3025.27743961791,2931.36911712057,38,3,39.618,9593.275772125773
282,,,,,3030.27743961791,2936.36911712057,39,3,39.578,9599.434084318997
283,,,,,3035.27743961791,2941.36911712057,40,3,39.542,8645.441436812815
284,,,,,3040.27743961791,2946.36911712057,41,3,39.506,8651.802637689325
285,,,,,3045.27743961791,2951.36911712057,42,3,39.467,9379.293114319218
286,,,,,3050.27743961791,2956.36911712057,43,3,39.433,8182.674259518746
287,,,,,3055.27743961791,2961.36911712057,44,3,39.402,7466.746705520329
288,,,,,3060.27743961791,2966.36911712057,45,3,39.372,7232.108850854112
289,,,,,3065.27743961791,2971.36911712057,46,3,39.34,7720.771770469708
290,,,,,3070.27743961791,2976.36911712057,47,3,39.312,6761.53691306458
292,,,,,3080.27743961791,2986.36911712057,49,3,39.305,1695.1352002925794
293,,,,,3085.27743961791,2991.36911712057,50,3,39.275,7273.233036155537
294,,,,,3090.27743961791,2996.36911712057,51,3,39.243,7764.556928124555
295,,,,,3095.27743961791,3001.36911712057,52,3,39.21,8013.515432021653
296,,,,,3100.27743961791,3006.36911712057,53,3,39.176,8262.623810983981
297,,,,,3105.27743961791,3011.36911712057,54,3,39.143,8025.673385183663
298,,,,,3110.27743961791,3016.36911712057,55,3,39.106,9004.915676788254
299,,,,,3115.27743961791,3021.36911712057,56,3,39.066,9741.098720392243
300,,,,,3120.27743961791,3026.36911712057,57,3,39.028,9259.647962042729
301,,,,,3125.27743961791,3031.36911712057,58,3,38.987,9996.559297522666
302,,,,,3130.27743961791,3036.36911712057,59,3,38.947,9758.201679167081
303,,,,,3135.27743961791,3041.36911712057,60,3,38.907,9763.755591362038
304,,,,,3140.27743961791,3046.36911712057,61,3,38.85,13918.177513723873
305,,,,,3145.27743961791,3051.36911712057,62,3,38.793,13919.900245922972
306,,,,,3150.27743961791,3056.36911712057,63,3,38.757,8794.944555925615
307,,,,,3155.27743961791,3061.36911712057,64,3,38.713,10755.331102876027
308,,,,,3160.27743961791,3066.36911712057,65,3,38.66,12959.567755785567
309,,,,,3165.27743961791,3071.36911712057,66,3,38.606,13206.689639072705
310,,,,,3170.27743961791,3076.36911712057,67,3,38.556,12231.247389790902
311,,,,,3175.27743961791,3081.36911712057,68,3,38.507,11990.12386113435
312,,,,,3180.27743961791,3086.36911712057,69,3,38.456,12482.948321849708
313,,,,,3185.27743961791,3091.36911712057,70,3,38.405,12486.004073610557
314,,,,,3190.27743961791,3096.36911712057,71,3,38.354,12489.007805369663
315,,,,,3195.27743961791,3101.36911712057,72,3,38.298,13715.766752888514
316,,,,,3200.27743961791,3106.36911712057,73,3,38.241,13961.923992202697
317,,,,,3205.27743961791,3111.36911712057,74,3,38.196,11025.080624343756
318,,,,,3210.27743961791,3116.36911712057,75,3,38.152,10784.323526236969
319,,,,,3215.27743961791,3121.36911712057,76,3,38.108,10788.67053199251
320,,,,,3220.27743961791,3126.36911712057,77,3,38.063,11038.128878389787
321,,,,,3225.27743961791,3131.36911712057,78,3,38.022,10061.20459372744
