fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,distance,area
1,,,,,-1535.72256038209,-1629.63088287943,1,0,41.554,0.0
3,,,,,-1475.72256038209,-1569.63088287943,3,0,41.552,0.0
5,,,,,-1415.72256038209,-1509.63088287943,5,0,41.551,0.0
9,,,,,-1295.72256038209,-1389.63088287943,9,0,41.515,0.0
564,,,,,-157.72256038209,-251.63088287943,460,1,41.505,0.0
565,,,,,-155.72256038209,-249.63088287943,461,1,41.489,0.0
566,,,,,-153.72256038209,-247.63088287943,462,1,41.47,0.0
567,,,,,-151.72256038209,-245.63088287943,463,1,41.449,0.0
568,,,,,-149.72256038209,-243.63088287943,464,1,41.425,0.0
569,,,,,-147.72256038209,-241.63088287943,465,1,41.405,0.0
570,,,,,-145.72256038209,-239.63088287943,466,1,41.384,0.0
571,,,,,-143.72256038209,-237.63088287943,467,1,41.362,0.0
572,,,,,-141.72256038209,-235.63088287943,468,1,41.34,0.0
573,,,,,-139.72256038209,-233.63088287943,469,1,41.318,0.0
574,,,,,-137.72256038209,-231.63088287943,470,1,41.296,0.0
575,,,,,-135.72256038209,-229.63088287943,471,1,41.276,0.0
576,,,,,-133.72256038209,-227.63088287943,472,1,41.257,0.0
577,,,,,-131.72256038209,-225.63088287943,473,1,41.242,0.0
578,,,,,-129.72256038209,-223.63088287943,474,1,41.229,0.0
579,,,,,-127.72256038209,-221.63088287943,475,1,41.219,0.0
580,,,,,-125.72256038209,-219.63088287943,476,1,41.207,0.0
581,,,,,-123.72256038209,-217.63088287943,477,1,41.193,0.0
582,,,,,-121.72256038209,-215.63088287943,478,1,41.178,0.0
583,,,,,-119.72256038209,-213.63088287943,479,1,41.166,0.0
584,,,,,-117.72256038209,-211.63088287943,480,1,41.153,0.0
585,,,,,-115.72256038209,-209.63088287943,481,1,41.14,0.0
586,,,,,-113.72256038209,-207.63088287943,482,1,41.127,0.0
587,,,,,-111.72256038209,-205.63088287943,483,1,41.112,0.0
588,,,,,-109.72256038209,-203.63088287943,484,1,41.101,0.0
589,,,,,-107.72256038209,-201.63088287943,485,1,41.086,0.0
