fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,distance,area
1,2018-05-27T10:14:23Z,43.82963333,16.64233333,783.00,,,,,,
2,2018-05-27T10:14:53Z,43.82961667,16.64235000,783.00,,,,,,
3,2018-05-27T10:15:24Z,43.82960000,16.64231667,782.00,,,,,,
4,2018-05-27T10:15:54Z,43.82960000,16.64231667,783.00,,,,,,
5,2018-05-27T10:16:24Z,43.82958333,16.64230000,782.00,,,,,,
6,2018-05-27T10:16:54Z,43.82958333,16.64230000,783.00,,,,,,
7,2018-05-27T10:17:24Z,43.82960000,16.64231667,783.00,,,,,,
8,2018-05-27T10:17:54Z,43.82906667,16.64230000,781.00,,,,,,
9,2018-05-27T10:18:24Z,43.82910000,16.64180000,768.00,,,,,,
10,2018-05-27T10:18:26Z,43.82896667,16.64175000,769.00,,,,,,
11,2018-05-27T10:18:28Z,43.82886667,16.64190000,769.00,,,,,,
12,2018-05-27T10:18:30Z,43.82885000,16.64213333,770.00,,,,,,
13,2018-05-27T10:18:32Z,43.82883333,16.64231667,769.00,,,,,,
14,2018-05-27T10:18:34Z,43.82873333,16.64246667,765.00,,,,,,
15,2018-05-27T10:18:36Z,43.82863333,16.64261667,763.00,,,,,,
16,2018-05-27T10:18:38Z,43.82853333,16.64276667,762.00,,,,,,
17,2018-05-27T10:18:40Z,43.82841667,16.64286667,760.00,,,,,,
18,2018-05-27T10:18:42Z,43.82828333,16.64298333,759.00,,,,,,
19,2018-05-27T10:18:44Z,43.82815000,16.64311667,758.00,,,,,,
20,2018-05-27T10:18:46Z,43.82803333,16.64325000,756.00,,,,,,
21,2018-05-27T10:18:48Z,43.82786667,16.64340000,756.00,,,,,,
22,2018-05-27T10:18:50Z,43.82773333,16.64355000,759.00,,,,,,
23,2018-05-27T10:18:52Z,43.82766667,16.64366667,759.00,,,,,,
24,2018-05-27T10:18:54Z,43.82760000,16.64380000,755.00,,,,,,
25,2018-05-27T10:18:56Z,43.82743333,16.64388333,750.00,,,,,,
26,2018-05-27T10:18:58Z,43.82728333,16.64400000,749.00,,,,,,
27,2018-05-27T10:19:00Z,43.82718333,16.64416667,749.00,,,,,,
28,2018-05-27T10:19:02Z,43.82706667,16.64430000,749.00,,,,,,
29,2018-05-27T10:19:04Z,43.82695000,16.64443333,748.00,,,,,,
30,2018-05-27T10:19:06Z,43.82683333,16.64458333,747.00,,,,,,
31,2018-05-27T10:19:08Z,43.82673333,16.64468333,748.00,,,,,,
32,2018-05-27T10:19:10Z,43.82663333,16.64480000,748.00,,,,,,
33,2018-05-27T10:19:12Z,43.82656667,16.64495000,750.00,,,,,,
34,2018-05-27T10:19:13Z,43.82656667,16.64505000,751.00,,,,,,
35,2018-05-27T10:19:15Z,43.82650000,16.64516667,750.00,,,,,,
36,2018-05-27T10:19:17Z,43.82638333,16.64516667,749.00,,,,,,
37,2018-05-27T10:19:19Z,43.82630000,16.64503333,750.00,,,,,,
38,2018-05-27T10:19:21Z,43.82636667,16.64480000,751.00,,,,,,
39,2018-05-27T10:19:23Z,43.82655000,16.64468333,752.00,,,,,,
40,2018-05-27T10:19:25Z,43.82675000,16.64465000,756.00,,,,,,
41,2018-05-27T10:19:27Z,43.82688333,16.64455000,756.00,,,,,,
42,2018-05-27T10:19:29Z,43.82693333,16.64433333,753.00,,,,,,
43,2018-05-27T10:19:31Z,43.82686667,16.64413333,750.00,,,,,,
